Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""DESIGNTRACKER/LoginPage/UserName""), ""chandan.kumar@brandmuscle.com"")",Chrome 74.0.3729.169,,,2019-05-28 13:58:43,2019-05-28 13:58:43,0.167s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Password""), ""Selenium@2017"")",Chrome 74.0.3729.169,,,2019-05-28 13:58:43,2019-05-28 13:58:43,0.124s,PASSED
"click(findTestObject(""DESIGNTRACKER/LoginPage/LoginBtn""))",Chrome 74.0.3729.169,,,2019-05-28 13:58:43,2019-05-28 13:58:46,2.994s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 13:58:46,2019-05-28 13:58:46,0.012s,PASSED
"mouseOverOffset(findTestObject(""DESIGNTRACKER/HomePage/APPLICATIONADMINISTRATIONmenuTab""), 0, 0)",Chrome 74.0.3729.169,,,2019-05-28 13:58:46,2019-05-28 13:58:46,0.082s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/ACCOUNTTYPEsubMenu""), 30)",Chrome 74.0.3729.169,,,2019-05-28 13:58:46,2019-05-28 13:58:46,0.049s,PASSED
"mouseOver(findTestObject(""DESIGNTRACKER/HomePage/ACCOUNTTYPEsubMenu""))",Chrome 74.0.3729.169,,,2019-05-28 13:58:46,2019-05-28 13:58:47,0.058s,PASSED
"click(findTestObject(""DESIGNTRACKER/HomePage/ACCOUNTTYPEsubMenu""))",Chrome 74.0.3729.169,,,2019-05-28 13:58:47,2019-05-28 13:58:47,0.094s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 13:58:47,2019-05-28 13:58:47,0.014s,PASSED
,,,,,,,
Test Cases/IIDT/DT SMOKE/VerifyDTMarketSalesPeopleSafeList,Chrome 74.0.3729.169,,,2019-05-28 13:58:49,2019-05-28 13:59:00,11.432s,FAILED
"openBrowser(""http://designtracker.uat.brandmuscle.net/login.aspx"")",Chrome 74.0.3729.169,,,2019-05-28 13:58:49,2019-05-28 13:58:55,6.678s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,,2019-05-28 13:58:55,2019-05-28 13:58:57,1.152s,PASSED
waitForPageLoad(10),Chrome 74.0.3729.169,,,2019-05-28 13:58:57,2019-05-28 13:58:57,0.011s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/UserName""), """")",Chrome 74.0.3729.169,,,2019-05-28 13:58:57,2019-05-28 13:58:57,0.086s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Password""), """")",Chrome 74.0.3729.169,,,2019-05-28 13:58:57,2019-05-28 13:58:57,0.092s,PASSED
click(findTestObject(null)),Chrome 74.0.3729.169,,,2019-05-28 13:58:57,2019-05-28 13:58:58,1.258s,FAILED
,,,,,,,
Test Cases/IIDT/DT SMOKE/VerifyDTSalesPeopleJobsViewOrTransferPage,Chrome 74.0.3729.169,,,2019-05-28 13:59:00,2019-05-28 13:59:15,14.752s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,,,2019-05-28 13:59:00,2019-05-28 13:59:04,3.690s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,,2019-05-28 13:59:04,2019-05-28 13:59:05,1.121s,PASSED
"navigateToUrl(""http://designtracker.uat.brandmuscle.net"")",Chrome 74.0.3729.169,,,2019-05-28 13:59:05,2019-05-28 13:59:09,3.629s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 13:59:09,2019-05-28 13:59:09,0.021s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/UserName""), ""chandan.kumar@brandmuscle.com"")",Chrome 74.0.3729.169,,,2019-05-28 13:59:09,2019-05-28 13:59:09,0.181s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Password""), ""Selenium@2017"")",Chrome 74.0.3729.169,,,2019-05-28 13:59:09,2019-05-28 13:59:09,0.136s,PASSED
"click(findTestObject(""DESIGNTRACKER/LoginPage/LoginBtn""))",Chrome 74.0.3729.169,,,2019-05-28 13:59:09,2019-05-28 13:59:11,2.478s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/SITEADMINISTRATION""), 30)",Chrome 74.0.3729.169,,,2019-05-28 13:59:11,2019-05-28 13:59:11,0.040s,PASSED
"mouseOverOffset(findTestObject(""DESIGNTRACKER/HomePage/SITEADMINISTRATION""), 0, 0)",Chrome 74.0.3729.169,,,2019-05-28 13:59:11,2019-05-28 13:59:12,0.048s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/SalesPeopleJobsViewTransfer""), 30)",Chrome 74.0.3729.169,,,2019-05-28 13:59:12,2019-05-28 13:59:12,0.062s,PASSED
"mouseOver(findTestObject(""DESIGNTRACKER/HomePage/SalesPeopleJobsViewTransfer""))",Chrome 74.0.3729.169,,,2019-05-28 13:59:12,2019-05-28 13:59:12,0.037s,PASSED
"click(findTestObject(""DESIGNTRACKER/HomePage/SalesPeopleJobsViewTransfer""))",Chrome 74.0.3729.169,,,2019-05-28 13:59:12,2019-05-28 13:59:13,0.987s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 13:59:13,2019-05-28 13:59:13,0.025s,PASSED
"verifyTextPresent(""Market User Management"", false)",Chrome 74.0.3729.169,,,2019-05-28 13:59:13,2019-05-28 13:59:13,0.093s,PASSED
,,,,,,,
Test Cases/IIDT/DT SMOKE/VerifyJobClosingPage,Chrome 74.0.3729.169,,,2019-05-28 13:59:15,2019-05-28 13:59:31,15.792s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,,,2019-05-28 13:59:15,2019-05-28 13:59:19,3.844s,PASSED
"navigateToUrl(""http://designtracker.uat.brandmuscle.net/"")",Chrome 74.0.3729.169,,,2019-05-28 13:59:19,2019-05-28 13:59:22,2.827s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,,2019-05-28 13:59:22,2019-05-28 13:59:23,1.124s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 13:59:23,2019-05-28 13:59:23,0.016s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/LoginPage/UserName""), 30)",Chrome 74.0.3729.169,,,2019-05-28 13:59:23,2019-05-28 13:59:23,0.051s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/UserName""), ""dibyashree.jyoti@brandmuscle.com"")",Chrome 74.0.3729.169,,,2019-05-28 13:59:23,2019-05-28 13:59:23,0.194s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/LoginPage/Password""), 30)",Chrome 74.0.3729.169,,,2019-05-28 13:59:23,2019-05-28 13:59:23,0.041s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Password""), ""dibya@1234"")",Chrome 74.0.3729.169,,,2019-05-28 13:59:23,2019-05-28 13:59:23,0.112s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/LoginPage/LoginBtn""), 30)",Chrome 74.0.3729.169,,,2019-05-28 13:59:23,2019-05-28 13:59:23,0.040s,PASSED
"click(findTestObject(""DESIGNTRACKER/LoginPage/LoginBtn""))",Chrome 74.0.3729.169,,,2019-05-28 13:59:23,2019-05-28 13:59:26,2.964s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 13:59:26,2019-05-28 13:59:26,0.010s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/SITEADMINISTRATION""), 30)",Chrome 74.0.3729.169,,,2019-05-28 13:59:26,2019-05-28 13:59:26,0.048s,PASSED
"mouseOverOffset(findTestObject(""DESIGNTRACKER/HomePage/SITEADMINISTRATION""), 0, 0)",Chrome 74.0.3729.169,,,2019-05-28 13:59:26,2019-05-28 13:59:26,0.041s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/JOB CLOSING""), 30)",Chrome 74.0.3729.169,,,2019-05-28 13:59:26,2019-05-28 13:59:27,0.587s,PASSED
"mouseOver(findTestObject(""DESIGNTRACKER/HomePage/JOB CLOSING""))",Chrome 74.0.3729.169,,,2019-05-28 13:59:27,2019-05-28 13:59:27,0.048s,PASSED
"click(findTestObject(""DESIGNTRACKER/HomePage/JOB CLOSING""))",Chrome 74.0.3729.169,,,2019-05-28 13:59:27,2019-05-28 13:59:28,0.891s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 13:59:28,2019-05-28 13:59:28,0.018s,PASSED
closeBrowser(),Chrome 74.0.3729.169,,,2019-05-28 13:59:28,2019-05-28 13:59:29,0.743s,PASSED
,,,,,,,
Test Cases/IIDT/DT SMOKE/VerifyMarketBudgetnotificationPage,Chrome 74.0.3729.169,,,2019-05-28 13:59:31,2019-05-28 13:59:46,14.998s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,,,2019-05-28 13:59:31,2019-05-28 13:59:33,2.368s,PASSED
"navigateToUrl(""http://designtracker.uat.brandmuscle.net/"")",Chrome 74.0.3729.169,,,2019-05-28 13:59:33,2019-05-28 13:59:36,2.835s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 13:59:36,2019-05-28 13:59:36,0.017s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,,2019-05-28 13:59:36,2019-05-28 13:59:37,1.138s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/UserName""), ""dibyashree.jyoti@brandmuscle.com"")",Chrome 74.0.3729.169,,,2019-05-28 13:59:37,2019-05-28 13:59:37,0.176s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Password""), ""dibya@1234"")",Chrome 74.0.3729.169,,,2019-05-28 13:59:37,2019-05-28 13:59:37,0.100s,PASSED
"click(findTestObject(""DESIGNTRACKER/LoginPage/LoginBtn""))",Chrome 74.0.3729.169,,,2019-05-28 13:59:37,2019-05-28 13:59:40,3.050s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 13:59:40,2019-05-28 13:59:40,0.011s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/ApplicationAdminTab""), 30)",Chrome 74.0.3729.169,,,2019-05-28 13:59:40,2019-05-28 13:59:41,0.045s,PASSED
"mouseOverOffset(findTestObject(""DESIGNTRACKER/HomePage/ApplicationAdminTab""), 0, 0)",Chrome 74.0.3729.169,,,2019-05-28 13:59:41,2019-05-28 13:59:41,0.048s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/BudgetNotify""), 30)",Chrome 74.0.3729.169,,,2019-05-28 13:59:41,2019-05-28 13:59:41,0.564s,PASSED
"mouseOver(findTestObject(""DESIGNTRACKER/HomePage/BudgetNotify""))",Chrome 74.0.3729.169,,,2019-05-28 13:59:41,2019-05-28 13:59:41,0.056s,PASSED
"click(findTestObject(""DESIGNTRACKER/HomePage/BudgetNotify""))",Chrome 74.0.3729.169,,,2019-05-28 13:59:41,2019-05-28 13:59:43,1.497s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 13:59:43,2019-05-28 13:59:43,0.013s,PASSED
"verifyTextPresent(""Budget Request Notification"", false)",Chrome 74.0.3729.169,,,2019-05-28 13:59:43,2019-05-28 13:59:43,0.130s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/APPLICATIONADMINISTRATION/BUDGETNOTIFY/CorporationDdn""), 30)",Chrome 74.0.3729.169,,,2019-05-28 13:59:43,2019-05-28 13:59:43,0.047s,PASSED
"verifyElementPresent(findTestObject(""DESIGNTRACKER/APPLICATIONADMINISTRATION/BUDGETNOTIFY/CorporationDdn""), 30)",Chrome 74.0.3729.169,,,2019-05-28 13:59:43,2019-05-28 13:59:43,0.025s,PASSED
closeBrowser(),Chrome 74.0.3729.169,,,2019-05-28 13:59:43,2019-05-28 13:59:44,0.685s,PASSED
,,,,,,,
Test Cases/IIDT/DT SMOKE/VerifyMarketJobNoteNotificationPage,Chrome 74.0.3729.169,,,2019-05-28 13:59:46,2019-05-28 14:00:01,15.153s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,,,2019-05-28 13:59:46,2019-05-28 13:59:49,3.365s,PASSED
"navigateToUrl(""http://designtracker.uat.brandmuscle.net/"")",Chrome 74.0.3729.169,,,2019-05-28 13:59:49,2019-05-28 13:59:52,3.325s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 13:59:52,2019-05-28 13:59:52,0.016s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,,2019-05-28 13:59:52,2019-05-28 13:59:54,1.152s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/UserName""), ""dibyashree.jyoti@brandmuscle.com"")",Chrome 74.0.3729.169,,,2019-05-28 13:59:54,2019-05-28 13:59:54,0.176s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Password""), ""dibya@1234"")",Chrome 74.0.3729.169,,,2019-05-28 13:59:54,2019-05-28 13:59:54,0.118s,PASSED
"click(findTestObject(""DESIGNTRACKER/LoginPage/LoginBtn""))",Chrome 74.0.3729.169,,,2019-05-28 13:59:54,2019-05-28 13:59:57,2.596s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 13:59:57,2019-05-28 13:59:57,0.011s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/ApplicationAdminTab""), 300)",Chrome 74.0.3729.169,,,2019-05-28 13:59:57,2019-05-28 13:59:57,0.040s,PASSED
"mouseOverOffset(findTestObject(""DESIGNTRACKER/HomePage/ApplicationAdminTab""), 0, 0)",Chrome 74.0.3729.169,,,2019-05-28 13:59:57,2019-05-28 13:59:57,0.043s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/JobNoteNotify""), 300)",Chrome 74.0.3729.169,,,2019-05-28 13:59:57,2019-05-28 13:59:57,0.065s,PASSED
"mouseOver(findTestObject(""DESIGNTRACKER/HomePage/JobNoteNotify""))",Chrome 74.0.3729.169,,,2019-05-28 13:59:57,2019-05-28 13:59:57,0.045s,PASSED
"click(findTestObject(""DESIGNTRACKER/HomePage/JobNoteNotify""))",Chrome 74.0.3729.169,,,2019-05-28 13:59:57,2019-05-28 13:59:58,1.243s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 13:59:58,2019-05-28 13:59:58,0.008s,PASSED
"verifyTextPresent(""Job Note Notification"", false)",Chrome 74.0.3729.169,,,2019-05-28 13:59:58,2019-05-28 13:59:58,0.098s,PASSED
closeBrowser(),Chrome 74.0.3729.169,,,2019-05-28 13:59:58,2019-05-28 13:59:59,0.673s,PASSED
,,,,,,,
Test Cases/IIDT/DT SMOKE/VerifyMarketRegionPage,Chrome 74.0.3729.169,,,2019-05-28 14:00:01,2019-05-28 14:00:20,19.377s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,,,2019-05-28 14:00:01,2019-05-28 14:00:04,3.263s,PASSED
"navigateToUrl(""http://designtracker.uat.brandmuscle.net/"")",Chrome 74.0.3729.169,,,2019-05-28 14:00:04,2019-05-28 14:00:07,2.690s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 14:00:07,2019-05-28 14:00:07,0.020s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,,2019-05-28 14:00:07,2019-05-28 14:00:08,1.141s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/UserName""), ""dibyashree.jyoti@brandmuscle.com"")",Chrome 74.0.3729.169,,,2019-05-28 14:00:08,2019-05-28 14:00:08,0.182s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Password""), ""dibya@1234"")",Chrome 74.0.3729.169,,,2019-05-28 14:00:08,2019-05-28 14:00:08,0.131s,PASSED
"click(findTestObject(""DESIGNTRACKER/LoginPage/LoginBtn""))",Chrome 74.0.3729.169,,,2019-05-28 14:00:08,2019-05-28 14:00:12,3.266s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 14:00:12,2019-05-28 14:00:12,0.013s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/ApplicationAdminTab""), 30)",Chrome 74.0.3729.169,,,2019-05-28 14:00:12,2019-05-28 14:00:12,0.059s,PASSED
"mouseOverOffset(findTestObject(""DESIGNTRACKER/HomePage/ApplicationAdminTab""), 0, 0)",Chrome 74.0.3729.169,,,2019-05-28 14:00:12,2019-05-28 14:00:12,0.074s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/MarketRegionTab""), 30)",Chrome 74.0.3729.169,,,2019-05-28 14:00:12,2019-05-28 14:00:12,0.572s,PASSED
"mouseOver(findTestObject(""DESIGNTRACKER/HomePage/MarketRegionTab""))",Chrome 74.0.3729.169,,,2019-05-28 14:00:12,2019-05-28 14:00:12,0.060s,PASSED
"click(findTestObject(""DESIGNTRACKER/HomePage/MarketRegionTab""))",Chrome 74.0.3729.169,,,2019-05-28 14:00:12,2019-05-28 14:00:15,2.762s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 14:00:15,2019-05-28 14:00:15,0.018s,PASSED
"verifyTextPresent(""Market Region"", false)",Chrome 74.0.3729.169,,,2019-05-28 14:00:15,2019-05-28 14:00:16,1.095s,PASSED
"verifyTextPresent(""Manage Market Regions"", false)",Chrome 74.0.3729.169,,,2019-05-28 14:00:16,2019-05-28 14:00:17,1.189s,PASSED
closeBrowser(),Chrome 74.0.3729.169,,,2019-05-28 14:00:17,2019-05-28 14:00:18,0.671s,PASSED
,,,,,,,
Test Cases/IIDT/DT SMOKE/VerifyMarketsPage,Chrome 74.0.3729.169,,,2019-05-28 14:00:20,2019-05-28 14:00:45,25.115s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,,,2019-05-28 14:00:20,2019-05-28 14:00:24,3.379s,PASSED
"navigateToUrl(""http://designtracker.uat.brandmuscle.net/"")",Chrome 74.0.3729.169,,,2019-05-28 14:00:24,2019-05-28 14:00:28,4.703s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 14:00:28,2019-05-28 14:00:28,0.031s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,,2019-05-28 14:00:28,2019-05-28 14:00:30,1.144s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/UserName""), ""dibyashree.jyoti@brandmuscle.com"")",Chrome 74.0.3729.169,,,2019-05-28 14:00:30,2019-05-28 14:00:30,0.264s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Password""), ""dibya@1234"")",Chrome 74.0.3729.169,,,2019-05-28 14:00:30,2019-05-28 14:00:30,0.165s,PASSED
"click(findTestObject(""DESIGNTRACKER/LoginPage/LoginBtn""))",Chrome 74.0.3729.169,,,2019-05-28 14:00:30,2019-05-28 14:00:32,2.086s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 14:00:32,2019-05-28 14:00:32,0.009s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/ApplicationAdminTab""), 30)",Chrome 74.0.3729.169,,,2019-05-28 14:00:32,2019-05-28 14:00:32,0.045s,PASSED
"mouseOverOffset(findTestObject(""DESIGNTRACKER/HomePage/ApplicationAdminTab""), 0, 0)",Chrome 74.0.3729.169,,,2019-05-28 14:00:32,2019-05-28 14:00:32,0.063s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/MarketsBtn""), 30)",Chrome 74.0.3729.169,,,2019-05-28 14:00:32,2019-05-28 14:00:33,0.575s,PASSED
"mouseOver(findTestObject(""DESIGNTRACKER/HomePage/MarketsBtn""))",Chrome 74.0.3729.169,,,2019-05-28 14:00:33,2019-05-28 14:00:33,0.052s,PASSED
"click(findTestObject(""DESIGNTRACKER/HomePage/MarketsBtn""))",Chrome 74.0.3729.169,,,2019-05-28 14:00:33,2019-05-28 14:00:35,2.285s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 14:00:35,2019-05-28 14:00:35,0.016s,PASSED
"verifyTextPresent(""Market"", false)",Chrome 74.0.3729.169,,,2019-05-28 14:00:35,2019-05-28 14:00:39,3.585s,PASSED
"verifyTextPresent(""Manage Markets"", false)",Chrome 74.0.3729.169,,,2019-05-28 14:00:39,2019-05-28 14:00:42,3.827s,PASSED
closeBrowser(),Chrome 74.0.3729.169,,,2019-05-28 14:00:42,2019-05-28 14:00:43,0.735s,PASSED
,,,,,,,
Test Cases/IIDT/DT SMOKE/VerifyNewJobPage,Chrome 74.0.3729.169,,,2019-05-28 14:00:45,2019-05-28 14:01:02,16.254s,PASSED
"openBrowser(""http://designtracker.uat.brandmuscle.net"")",Chrome 74.0.3729.169,,,2019-05-28 14:00:45,2019-05-28 14:00:51,5.902s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,,2019-05-28 14:00:51,2019-05-28 14:00:52,1.159s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 14:00:52,2019-05-28 14:00:53,0.031s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/UserName""), ""dibyashree.jyoti@brandmuscle.com"")",Chrome 74.0.3729.169,,,2019-05-28 14:00:53,2019-05-28 14:00:53,0.271s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Password""), ""dibya@1234"")",Chrome 74.0.3729.169,,,2019-05-28 14:00:53,2019-05-28 14:00:53,0.141s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/LoginPage/LoginBtn""), 30)",Chrome 74.0.3729.169,,,2019-05-28 14:00:53,2019-05-28 14:00:53,0.073s,PASSED
"click(findTestObject(""DESIGNTRACKER/LoginPage/LoginBtn""))",Chrome 74.0.3729.169,,,2019-05-28 14:00:53,2019-05-28 14:00:56,3.198s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 14:00:56,2019-05-28 14:00:56,0.016s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/Jobs""), 30)",Chrome 74.0.3729.169,,,2019-05-28 14:00:56,2019-05-28 14:00:56,0.067s,PASSED
"mouseOverOffset(findTestObject(""DESIGNTRACKER/HomePage/Jobs""), 0, 0)",Chrome 74.0.3729.169,,,2019-05-28 14:00:56,2019-05-28 14:00:56,0.063s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/New""), 30)",Chrome 74.0.3729.169,,,2019-05-28 14:00:56,2019-05-28 14:00:57,0.599s,PASSED
"mouseOver(findTestObject(""DESIGNTRACKER/HomePage/New""))",Chrome 74.0.3729.169,,,2019-05-28 14:00:57,2019-05-28 14:00:57,0.068s,PASSED
"click(findTestObject(""DESIGNTRACKER/HomePage/New""))",Chrome 74.0.3729.169,,,2019-05-28 14:00:57,2019-05-28 14:00:58,1.142s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.169,,,2019-05-28 14:00:58,2019-05-28 14:00:58,0.014s,PASSED
