Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
waitForPageLoad(30),Chrome 74.0.3729.157,,,2019-05-21 14:41:43,2019-05-21 14:41:43,0.035s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/UserName""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:41:43,2019-05-21 14:41:43,0.066s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/UserName""), ""dibyashree.jyoti@brandmuscle.com"")",Chrome 74.0.3729.157,,,2019-05-21 14:41:43,2019-05-21 14:41:43,0.170s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/Password""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:41:43,2019-05-21 14:41:43,0.047s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/Password""), ""dibya@1234"")",Chrome 74.0.3729.157,,,2019-05-21 14:41:43,2019-05-21 14:41:43,0.127s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/LoginBtn""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:41:43,2019-05-21 14:41:43,0.055s,PASSED
"click(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/LoginBtn""))",Chrome 74.0.3729.157,,,2019-05-21 14:41:43,2019-05-21 14:41:46,2.413s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.157,,,2019-05-21 14:41:46,2019-05-21 14:41:46,0.063s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/SITEADMINISTRATION""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:41:46,2019-05-21 14:41:46,0.081s,PASSED
"mouseOverOffset(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/SITEADMINISTRATION""), 0, 0)",Chrome 74.0.3729.157,,,2019-05-21 14:41:46,2019-05-21 14:41:46,0.098s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/JOB CLOSING""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:41:46,2019-05-21 14:41:46,0.101s,PASSED
"mouseOver(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/JOB CLOSING""))",Chrome 74.0.3729.157,,,2019-05-21 14:41:46,2019-05-21 14:41:46,0.076s,PASSED
"click(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/JOB CLOSING""))",Chrome 74.0.3729.157,,,2019-05-21 14:41:46,2019-05-21 14:41:49,2.394s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.157,,,2019-05-21 14:41:49,2019-05-21 14:41:49,0.028s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-21 14:41:49,2019-05-21 14:41:49,0.793s,PASSED
,,,,,,,
Test Cases/IIDT/DT SMOKE/VerifyNewJobPage,Chrome 74.0.3729.157,,,2019-05-21 14:41:51,2019-05-21 14:42:08,16.598s,PASSED
"openBrowser(""http://designtracker.uat.brandmuscle.net"")",Chrome 74.0.3729.157,,,2019-05-21 14:41:52,2019-05-21 14:41:59,7.592s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,2019-05-21 14:41:59,2019-05-21 14:42:00,1.139s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.157,,,2019-05-21 14:42:00,2019-05-21 14:42:00,0.013s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/UserName""), ""dibyashree.jyoti@brandmuscle.com"")",Chrome 74.0.3729.157,,,2019-05-21 14:42:00,2019-05-21 14:42:01,0.200s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/Password""), ""dibya@1234"")",Chrome 74.0.3729.157,,,2019-05-21 14:42:01,2019-05-21 14:42:01,0.127s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/LoginBtn""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:42:01,2019-05-21 14:42:01,0.052s,PASSED
"click(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/LoginBtn""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:01,2019-05-21 14:42:03,2.035s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.157,,,2019-05-21 14:42:03,2019-05-21 14:42:03,0.023s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/Jobs""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:42:03,2019-05-21 14:42:03,0.067s,PASSED
"mouseOverOffset(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/Jobs""), 0, 0)",Chrome 74.0.3729.157,,,2019-05-21 14:42:03,2019-05-21 14:42:03,0.049s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/New""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:42:03,2019-05-21 14:42:04,0.579s,PASSED
"mouseOver(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/New""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:04,2019-05-21 14:42:04,0.077s,PASSED
"click(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/New""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:04,2019-05-21 14:42:05,0.981s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.157,,,2019-05-21 14:42:05,2019-05-21 14:42:05,0.010s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/JobNew/Page_DesignTracker -  Brandmuscle/CorporationDropDown""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:42:05,2019-05-21 14:42:05,0.056s,PASSED
"verifyElementVisible(findTestObject(""DESIGNTRACKER/JobNew/Page_DesignTracker -  Brandmuscle/CorporationDropDown""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:05,2019-05-21 14:42:05,0.039s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/JobNew/Page_DesignTracker -  Brandmuscle/SupplierDistributorDropdown""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:42:05,2019-05-21 14:42:05,0.037s,PASSED
"verifyElementVisible(findTestObject(""DESIGNTRACKER/JobNew/Page_DesignTracker -  Brandmuscle/SupplierDistributorDropdown""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:05,2019-05-21 14:42:05,0.030s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/JobNew/Page_DesignTracker -  Brandmuscle/SalesPersonDropDown""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:42:05,2019-05-21 14:42:05,0.054s,PASSED
"verifyElementVisible(findTestObject(""DESIGNTRACKER/JobNew/Page_DesignTracker -  Brandmuscle/SalesPersonDropDown""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:05,2019-05-21 14:42:05,0.032s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/JobNew/Page_DesignTracker -  Brandmuscle/AccontDropDown""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:42:05,2019-05-21 14:42:05,0.050s,PASSED
"verifyElementVisible(findTestObject(""DESIGNTRACKER/JobNew/Page_DesignTracker -  Brandmuscle/AccontDropDown""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:05,2019-05-21 14:42:05,0.025s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/JobNew/Page_DesignTracker -  Brandmuscle/Jobtype""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:42:05,2019-05-21 14:42:05,0.035s,PASSED
"verifyElementVisible(findTestObject(""DESIGNTRACKER/JobNew/Page_DesignTracker -  Brandmuscle/Jobtype""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:05,2019-05-21 14:42:05,0.024s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/JobNew/Page_DesignTracker -  Brandmuscle/CreateJobBtn""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:42:05,2019-05-21 14:42:05,0.036s,PASSED
"verifyElementClickable(findTestObject(""DESIGNTRACKER/JobNew/Page_DesignTracker -  Brandmuscle/CreateJobBtn""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:05,2019-05-21 14:42:05,0.032s,PASSED
"verifyTextPresent(""New Job"", false)",Chrome 74.0.3729.157,,,2019-05-21 14:42:05,2019-05-21 14:42:05,0.131s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-21 14:42:05,2019-05-21 14:42:06,0.785s,PASSED
,,,,,,,
Test Cases/IIDT/DT SMOKE/VerifySalesPeoplePage,Chrome 74.0.3729.157,,,2019-05-21 14:42:08,2019-05-21 14:42:23,14.867s,PASSED
"openBrowser("""")",Chrome 74.0.3729.157,,,2019-05-21 14:42:08,2019-05-21 14:42:11,3.064s,PASSED
"com.dtmethods.utilitymethods.OpenApplication(""http://designtracker.uat.brandmuscle.net"")",Chrome 74.0.3729.157,,,2019-05-21 14:42:11,2019-05-21 14:42:16,4.289s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/UserName""), ""dibyashree.jyoti@brandmuscle.com"")",Chrome 74.0.3729.157,,,2019-05-21 14:42:16,2019-05-21 14:42:16,0.215s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/Password""), ""dibya@1234"")",Chrome 74.0.3729.157,,,2019-05-21 14:42:16,2019-05-21 14:42:16,0.121s,PASSED
"click(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/LoginBtn""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:16,2019-05-21 14:42:19,2.918s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.157,,,2019-05-21 14:42:19,2019-05-21 14:42:19,0.011s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/SITEADMINISTRATION""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:42:19,2019-05-21 14:42:19,0.108s,PASSED
"mouseOverOffset(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/SITEADMINISTRATION""), 0, 0)",Chrome 74.0.3729.157,,,2019-05-21 14:42:19,2019-05-21 14:42:19,0.040s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/SALES PEOPLE""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:42:19,2019-05-21 14:42:19,0.067s,PASSED
"mouseOver(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/SALES PEOPLE""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:19,2019-05-21 14:42:19,0.048s,PASSED
"click(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/SALES PEOPLE""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:19,2019-05-21 14:42:20,0.981s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.157,,,2019-05-21 14:42:20,2019-05-21 14:42:20,0.009s,PASSED
"verifyTextPresent(""Market User Management"", false)",Chrome 74.0.3729.157,,,2019-05-21 14:42:20,2019-05-21 14:42:20,0.113s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-21 14:42:20,2019-05-21 14:42:21,0.705s,PASSED
,,,,,,,
Test Cases/IIDT/DT SMOKE/VerifySalesPeopleSafeListPage,Chrome 74.0.3729.157,,,2019-05-21 14:42:23,2019-05-21 14:42:42,19.229s,PASSED
"openBrowser("""")",Chrome 74.0.3729.157,,,2019-05-21 14:42:23,2019-05-21 14:42:26,3.130s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,2019-05-21 14:42:26,2019-05-21 14:42:27,1.124s,PASSED
"navigateToUrl(""http://designtracker.uat.brandmuscle.net"")",Chrome 74.0.3729.157,,,2019-05-21 14:42:27,2019-05-21 14:42:33,5.685s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.157,,,2019-05-21 14:42:33,2019-05-21 14:42:33,0.014s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/UserName""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:42:33,2019-05-21 14:42:33,0.039s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/UserName""), ""dibyashree.jyoti@brandmuscle.com"")",Chrome 74.0.3729.157,,,2019-05-21 14:42:33,2019-05-21 14:42:33,0.161s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/Password""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:42:33,2019-05-21 14:42:33,0.029s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/Password""), ""dibya@1234"")",Chrome 74.0.3729.157,,,2019-05-21 14:42:33,2019-05-21 14:42:34,0.301s,PASSED
"click(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/LoginBtn""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:34,2019-05-21 14:42:38,3.989s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.157,,,2019-05-21 14:42:38,2019-05-21 14:42:38,0.020s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/SITEADMINISTRATION""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:42:38,2019-05-21 14:42:38,0.040s,PASSED
"mouseOverOffset(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/SITEADMINISTRATION""), 0, 0)",Chrome 74.0.3729.157,,,2019-05-21 14:42:38,2019-05-21 14:42:38,0.036s,PASSED
"waitForElementVisible(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/EXCEPTION LIST - SALES PEOPLE""), 30)",Chrome 74.0.3729.157,,,2019-05-21 14:42:38,2019-05-21 14:42:38,0.560s,PASSED
"mouseOver(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/EXCEPTION LIST - SALES PEOPLE""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:38,2019-05-21 14:42:38,0.036s,PASSED
"click(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/EXCEPTION LIST - SALES PEOPLE""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:38,2019-05-21 14:42:39,1.183s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.157,,,2019-05-21 14:42:39,2019-05-21 14:42:39,0.012s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-21 14:42:39,2019-05-21 14:42:40,0.709s,PASSED
,,,,,,,
Test Cases/IIDT/DT SMOKE/VerifySearchJob,Chrome 74.0.3729.157,,,2019-05-21 14:42:42,2019-05-21 14:43:05,22.410s,PASSED
"openBrowser(""http://designtracker.uat.brandmuscle.net/login.aspx?ReturnUrl=%2f"")",Chrome 74.0.3729.157,,,2019-05-21 14:42:42,2019-05-21 14:42:49,6.744s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,2019-05-21 14:42:49,2019-05-21 14:42:50,1.135s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/UserName""), ""dibyashree.jyoti@brandmuscle.com"")",Chrome 74.0.3729.157,,,2019-05-21 14:42:50,2019-05-21 14:42:50,0.189s,PASSED
"setText(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/Password""), ""dibya@1234"")",Chrome 74.0.3729.157,,,2019-05-21 14:42:50,2019-05-21 14:42:51,0.109s,PASSED
"click(findTestObject(""DESIGNTRACKER/LoginPage/Page_DesignTrackerLogin/LoginBtn""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:51,2019-05-21 14:42:54,3.238s,PASSED
waitForPageLoad(0),Chrome 74.0.3729.157,,,2019-05-21 14:42:54,2019-05-21 14:42:54,0.012s,PASSED
getUrl(),Chrome 74.0.3729.157,,,2019-05-21 14:42:54,2019-05-21 14:42:54,0.018s,PASSED
"scrollToElement(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/ResetBtn""), 0)",Chrome 74.0.3729.157,,,2019-05-21 14:42:54,2019-05-21 14:42:54,0.036s,PASSED
"verifyElementClickable(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/ResetBtn""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,,2019-05-21 14:42:54,2019-05-21 14:42:54,0.024s,PASSED
"verifyElementPresent(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/Jobs""), 0)",Chrome 74.0.3729.157,,,2019-05-21 14:42:54,2019-05-21 14:42:54,0.022s,PASSED
"mouseOver(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/Jobs""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:54,2019-05-21 14:42:54,0.046s,PASSED
"mouseOver(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/SearchBtn""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:54,2019-05-21 14:42:54,0.047s,PASSED
"click(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/SearchBtn""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:54,2019-05-21 14:42:54,0.080s,PASSED
"scrollToElement(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/SelectLink""), 0)",Chrome 74.0.3729.157,,,2019-05-21 14:42:54,2019-05-21 14:42:56,2.079s,PASSED
"click(findTestObject(""DESIGNTRACKER/HomePage/Page_DesignTracker -  Brandmuscle/SelectLink""))",Chrome 74.0.3729.157,,,2019-05-21 14:42:56,2019-05-21 14:43:02,5.672s,PASSED
waitForPageLoad(0),Chrome 74.0.3729.157,,,2019-05-21 14:43:02,2019-05-21 14:43:02,0.010s,PASSED
getUrl(),Chrome 74.0.3729.157,,,2019-05-21 14:43:02,2019-05-21 14:43:02,0.010s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-21 14:43:02,2019-05-21 14:43:03,0.732s,PASSED
