Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"waitForElementVisible(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitDropdown""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:12:05,2019-05-27 18:12:05,0.054s,PASSED
"click(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitDropdown""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:05,2019-05-27 18:12:06,0.221s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitName""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:12:06,2019-05-27 18:12:06,0.056s,PASSED
"click(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitName""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:06,2019-05-27 18:12:12,5.928s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:12:12,2019-05-27 18:12:12,0.020s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/UpdateLogPage/Select Business UnitBtn""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:12:12,2019-05-27 18:12:12,0.052s,PASSED
"click(findTestObject(""CONSOLIDATOR/UpdateLogPage/Select Business UnitBtn""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:12,2019-05-27 18:12:12,0.112s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:12:12,2019-05-27 18:12:12,0.023s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitDropDown""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:12:12,2019-05-27 18:12:14,1.991s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitDropDown""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:14,2019-05-27 18:12:14,0.152s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitName""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:12:14,2019-05-27 18:12:14,0.069s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitName""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:14,2019-05-27 18:12:17,2.650s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/SubmitBtn (1)""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:17,2019-05-27 18:12:19,2.067s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Modules""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:12:19,2019-05-27 18:12:19,0.046s,PASSED
"mouseOverOffset(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Modules""), 0, 0)",Chrome 74.0.3729.131,,,2019-05-27 18:12:19,2019-05-27 18:12:19,0.039s,PASSED
"mouseOver(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Consolidator""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:19,2019-05-27 18:12:19,0.097s,PASSED
"click(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Consolidator""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:19,2019-05-27 18:12:19,0.101s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:12:19,2019-05-27 18:12:19,0.011s,PASSED
"navigateToUrl(""https://admintool.v5qa.brandmuscle.net/Admin/Consolidator/ConsolidatorManageBaseElement.aspx"")",Chrome 74.0.3729.131,,,2019-05-27 18:12:19,2019-05-27 18:12:22,2.412s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:12:22,2019-05-27 18:12:22,0.101s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/ManageElementsPage/AddNewItemBtn""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:12:22,2019-05-27 18:12:22,0.066s,PASSED
"click(findTestObject(""CONSOLIDATOR/ManageElementsPage/AddNewItemBtn""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:22,2019-05-27 18:12:22,0.119s,PASSED
closeBrowser(),Chrome 74.0.3729.131,,,2019-05-27 18:12:22,2019-05-27 18:12:23,0.733s,PASSED
,,,,,,,
Test Cases/CSPW/CS SMOKE/VerifyEditBaseElementsPage,Chrome 74.0.3729.131,,,2019-05-27 18:12:25,2019-05-27 18:12:54,29.369s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,,2019-05-27 18:12:25,2019-05-27 18:12:27,2.452s,PASSED
"navigateToUrl(""https://admintool.v5qa.brandmuscle.net"")",Chrome 74.0.3729.131,,,2019-05-27 18:12:27,2019-05-27 18:12:30,2.827s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:12:30,2019-05-27 18:12:30,0.217s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,,2019-05-27 18:12:30,2019-05-27 18:12:31,1.134s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/LogInPage/Username""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:12:31,2019-05-27 18:12:31,0.047s,PASSED
"setText(findTestObject(""CONSOLIDATOR/LogInPage/Username""), ""chrtestuser@brandmuscle.com"")",Chrome 74.0.3729.131,,,2019-05-27 18:12:31,2019-05-27 18:12:32,0.236s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/LogInPage/Password""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:12:32,2019-05-27 18:12:32,0.044s,PASSED
"setText(findTestObject(""CONSOLIDATOR/LogInPage/Password""), ""Ownlocal@123"")",Chrome 74.0.3729.131,,,2019-05-27 18:12:32,2019-05-27 18:12:32,0.131s,PASSED
"click(findTestObject(""CONSOLIDATOR/LogInPage/LoginBtn""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:32,2019-05-27 18:12:34,2.461s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:12:34,2019-05-27 18:12:34,0.014s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitDropdown""), 0)",Chrome 74.0.3729.131,,,2019-05-27 18:12:34,2019-05-27 18:12:34,0.040s,PASSED
"click(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitDropdown""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:34,2019-05-27 18:12:35,0.222s,PASSED
"click(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitName""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:35,2019-05-27 18:12:35,0.113s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:12:35,2019-05-27 18:12:40,4.864s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/UpdateLogPage/Select Business UnitBtn""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:12:40,2019-05-27 18:12:40,0.074s,PASSED
"click(findTestObject(""CONSOLIDATOR/UpdateLogPage/Select Business UnitBtn""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:40,2019-05-27 18:12:40,0.107s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:12:40,2019-05-27 18:12:40,0.012s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitDropDown""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:12:40,2019-05-27 18:12:42,2.028s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitDropDown""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:42,2019-05-27 18:12:42,0.113s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitName""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:42,2019-05-27 18:12:44,1.954s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/SubmitBtn (1)""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:44,2019-05-27 18:12:46,2.421s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Modules""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:12:46,2019-05-27 18:12:46,0.039s,PASSED
"mouseOverOffset(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Modules""), 0, 0)",Chrome 74.0.3729.131,,,2019-05-27 18:12:46,2019-05-27 18:12:46,0.063s,PASSED
"mouseOver(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Consolidator""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:46,2019-05-27 18:12:46,0.057s,PASSED
"click(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Consolidator""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:46,2019-05-27 18:12:47,0.097s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:12:47,2019-05-27 18:12:47,0.014s,PASSED
"navigateToUrl(""https://admintool.v5qa.brandmuscle.net/Admin/Consolidator/ConsolidatorManageBaseElement.aspx"")",Chrome 74.0.3729.131,,,2019-05-27 18:12:47,2019-05-27 18:12:49,2.445s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/ManageElementsPage/FirstEditLink""), 0)",Chrome 74.0.3729.131,,,2019-05-27 18:12:49,2019-05-27 18:12:49,0.080s,PASSED
"click(findTestObject(""CONSOLIDATOR/ManageElementsPage/FirstEditLink""))",Chrome 74.0.3729.131,,,2019-05-27 18:12:49,2019-05-27 18:12:52,2.664s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:12:52,2019-05-27 18:12:52,0.013s,PASSED
"verifyTextPresent(""Edit Element"", false)",Chrome 74.0.3729.131,,,2019-05-27 18:12:52,2019-05-27 18:12:52,0.160s,PASSED
,,,,,,,
Test Cases/CSPW/CS SMOKE/VerifyEditProgramElementsPage,Chrome 74.0.3729.131,,,2019-05-27 18:12:54,2019-05-27 18:13:19,25.387s,FAILED
"openBrowser("""")",Chrome 74.0.3729.131,,,2019-05-27 18:12:54,2019-05-27 18:12:57,3.120s,PASSED
"navigateToUrl(""https://admintool.v5qa.brandmuscle.net/"")",Chrome 74.0.3729.131,,,2019-05-27 18:12:57,2019-05-27 18:13:00,3.066s,PASSED
waitForPageLoad(0),Chrome 74.0.3729.131,,,2019-05-27 18:13:00,2019-05-27 18:13:00,0.012s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,,2019-05-27 18:13:00,2019-05-27 18:13:01,1.137s,PASSED
"setText(findTestObject(""CONSOLIDATOR/LogInPage/Username""), ""chrtestuser@brandmuscle.com"")",Chrome 74.0.3729.131,,,2019-05-27 18:13:01,2019-05-27 18:13:02,0.235s,PASSED
"setText(findTestObject(""CONSOLIDATOR/LogInPage/Password""), ""Ownlocal@123"")",Chrome 74.0.3729.131,,,2019-05-27 18:13:02,2019-05-27 18:13:02,0.154s,PASSED
"click(findTestObject(""CONSOLIDATOR/LogInPage/LoginBtn""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:02,2019-05-27 18:13:05,3.677s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:13:05,2019-05-27 18:13:05,0.012s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitDropdown""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:13:05,2019-05-27 18:13:06,0.045s,PASSED
"click(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitDropdown""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:06,2019-05-27 18:13:06,0.174s,PASSED
"click(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitName""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:06,2019-05-27 18:13:10,4.228s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:13:10,2019-05-27 18:13:10,0.017s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/UpdateLogPage/Select Business UnitBtn""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:13:10,2019-05-27 18:13:10,0.053s,PASSED
"click(findTestObject(""CONSOLIDATOR/UpdateLogPage/Select Business UnitBtn""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:10,2019-05-27 18:13:10,0.103s,PASSED
waitForPageLoad(300),Chrome 74.0.3729.131,,,2019-05-27 18:13:10,2019-05-27 18:13:10,0.008s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitDropDown""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:13:10,2019-05-27 18:13:12,2.003s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitDropDown""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:12,2019-05-27 18:13:12,0.126s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitName""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:12,2019-05-27 18:13:14,2.179s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/SubmitBtn (1)""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:14,2019-05-27 18:13:16,2.020s,PASSED
"verifyElementPresent(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/BusinessUnitSelectedMessage""), 0)",Chrome 74.0.3729.131,,,2019-05-27 18:13:16,2019-05-27 18:13:16,0.032s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Modules""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:13:16,2019-05-27 18:13:17,0.043s,PASSED
"mouseOverOffset(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Modules""), 0, 0)",Chrome 74.0.3729.131,,,2019-05-27 18:13:17,2019-05-27 18:13:17,0.061s,PASSED
"mouseOver(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Consolidator""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:17,2019-05-27 18:13:17,0.065s,PASSED
"click(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Consolidator""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:17,2019-05-27 18:13:17,0.601s,FAILED
,,,,,,,
Test Cases/CSPW/CS SMOKE/VerifyManageBaseElementsPage,Chrome 74.0.3729.131,,,2019-05-27 18:13:19,2019-05-27 18:14:21,1m - 1.364s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,,2019-05-27 18:13:20,2019-05-27 18:13:23,3.346s,PASSED
"navigateToUrl(""https://admintool.v5qa.brandmuscle.net"")",Chrome 74.0.3729.131,,,2019-05-27 18:13:23,2019-05-27 18:13:26,3.004s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:13:26,2019-05-27 18:13:26,0.010s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,,2019-05-27 18:13:26,2019-05-27 18:13:27,1.130s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/LogInPage/Username""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:13:27,2019-05-27 18:13:27,0.048s,PASSED
"setText(findTestObject(""CONSOLIDATOR/LogInPage/Username""), ""chrtestuser@brandmuscle.com"")",Chrome 74.0.3729.131,,,2019-05-27 18:13:27,2019-05-27 18:13:27,0.255s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/LogInPage/Password""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:13:27,2019-05-27 18:13:27,0.056s,PASSED
"setText(findTestObject(""CONSOLIDATOR/LogInPage/Password""), ""Ownlocal@123"")",Chrome 74.0.3729.131,,,2019-05-27 18:13:27,2019-05-27 18:13:28,0.152s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/LogInPage/LoginBtn""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:13:28,2019-05-27 18:13:28,0.052s,PASSED
"click(findTestObject(""CONSOLIDATOR/LogInPage/LoginBtn""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:28,2019-05-27 18:13:30,2.488s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:13:30,2019-05-27 18:13:30,0.012s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitDropdown""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:13:30,2019-05-27 18:13:30,0.054s,PASSED
"click(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitDropdown""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:30,2019-05-27 18:13:30,0.173s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitName""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:13:30,2019-05-27 18:13:30,0.063s,PASSED
"click(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitName""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:30,2019-05-27 18:13:36,5.257s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:13:36,2019-05-27 18:13:36,0.029s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/UpdateLogPage/Select Business UnitBtn""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:13:36,2019-05-27 18:13:36,0.056s,PASSED
"click(findTestObject(""CONSOLIDATOR/UpdateLogPage/Select Business UnitBtn""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:36,2019-05-27 18:13:36,0.105s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:13:36,2019-05-27 18:13:36,0.009s,PASSED
"verifyTextPresent(""Select Business Unit"", false)",Chrome 74.0.3729.131,,,2019-05-27 18:13:36,2019-05-27 18:13:38,2.125s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitDropDown""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:13:38,2019-05-27 18:13:38,0.065s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitDropDown""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:38,2019-05-27 18:13:38,0.123s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitName""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:13:38,2019-05-27 18:13:38,0.048s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitName""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:38,2019-05-27 18:13:40,2.051s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/SubmitBtn (1)""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:13:40,2019-05-27 18:13:40,0.047s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/SubmitBtn (1)""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:40,2019-05-27 18:13:42,2.039s,PASSED
"verifyTextPresent(""Business Unit Selected"", false)",Chrome 74.0.3729.131,,,2019-05-27 18:13:42,2019-05-27 18:13:43,0.146s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Modules""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:13:43,2019-05-27 18:13:43,0.036s,PASSED
"mouseOverOffset(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Modules""), 0, 0)",Chrome 74.0.3729.131,,,2019-05-27 18:13:43,2019-05-27 18:13:43,0.060s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Consolidator""), 0)",Chrome 74.0.3729.131,,,2019-05-27 18:13:43,2019-05-27 18:13:43,0.086s,PASSED
"mouseOver(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Consolidator""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:43,2019-05-27 18:13:43,0.041s,PASSED
"click(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Consolidator""))",Chrome 74.0.3729.131,,,2019-05-27 18:13:43,2019-05-27 18:13:43,0.080s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:13:43,2019-05-27 18:13:43,0.011s,PASSED
"navigateToUrl(""https://admintool.v5qa.brandmuscle.net/Admin/Consolidator/ConsolidatorManageBaseElement.aspx"")",Chrome 74.0.3729.131,,,2019-05-27 18:13:43,2019-05-27 18:13:47,4.001s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.131,,,2019-05-27 18:13:47,2019-05-27 18:13:47,0.016s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/ManageElementsPage/strong_Manage Elements""), 30)",Chrome 74.0.3729.131,,,2019-05-27 18:13:47,2019-05-27 18:14:17,30.602s,PASSED
closeBrowser(),Chrome 74.0.3729.131,,,2019-05-27 18:14:17,2019-05-27 18:14:18,0.693s,PASSED
,,,,,,,
