Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyTextPresent(""Select Business Unit"", false)",Chrome 74.0.3729.157,,,2019-05-21 15:47:45,2019-05-21 15:47:50,4.933s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitDropDown""), 30)",Chrome 74.0.3729.157,,,2019-05-21 15:47:50,2019-05-21 15:47:50,0.040s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitDropDown""))",Chrome 74.0.3729.157,,,2019-05-21 15:47:50,2019-05-21 15:47:50,0.120s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitName""), 30)",Chrome 74.0.3729.157,,,2019-05-21 15:47:50,2019-05-21 15:47:50,0.055s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitName""))",Chrome 74.0.3729.157,,,2019-05-21 15:47:50,2019-05-21 15:47:55,5.231s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/SubmitBtn (1)""), 30)",Chrome 74.0.3729.157,,,2019-05-21 15:47:55,2019-05-21 15:47:55,0.044s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/SubmitBtn (1)""))",Chrome 74.0.3729.157,,,2019-05-21 15:47:55,2019-05-21 15:48:01,5.457s,PASSED
"verifyTextPresent(""Business Unit Selected"", false)",Chrome 74.0.3729.157,,,2019-05-21 15:48:01,2019-05-21 15:48:01,0.127s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Modules""), 30)",Chrome 74.0.3729.157,,,2019-05-21 15:48:01,2019-05-21 15:48:01,0.044s,PASSED
"mouseOverOffset(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Modules""), 0, 0)",Chrome 74.0.3729.157,,,2019-05-21 15:48:01,2019-05-21 15:48:01,0.062s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Consolidator""), 0)",Chrome 74.0.3729.157,,,2019-05-21 15:48:01,2019-05-21 15:48:01,0.053s,PASSED
"mouseOver(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Consolidator""))",Chrome 74.0.3729.157,,,2019-05-21 15:48:01,2019-05-21 15:48:01,0.046s,PASSED
"click(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Consolidator""))",Chrome 74.0.3729.157,,,2019-05-21 15:48:01,2019-05-21 15:48:01,0.102s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.157,,,2019-05-21 15:48:01,2019-05-21 15:48:01,0.013s,PASSED
"navigateToUrl(""https://admintool.v5qa.brandmuscle.net/Admin/Consolidator/ConsolidatorManageBaseElement.aspx"")",Chrome 74.0.3729.157,,,2019-05-21 15:48:01,2019-05-21 15:48:07,5.490s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.157,,,2019-05-21 15:48:07,2019-05-21 15:48:07,0.018s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/ManageElementsPage/strong_Manage Elements""), 30)",Chrome 74.0.3729.157,,,2019-05-21 15:48:07,2019-05-21 15:48:38,31.229s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-21 15:48:38,2019-05-21 15:48:39,0.769s,PASSED
,,,,,,,
Test Cases/CSPW/CS SMOKE/VerifyManageProgramElementsPage,Chrome 74.0.3729.157,,,2019-05-21 15:48:41,2019-05-21 15:49:25,43.707s,FAILED
"openBrowser("""")",Chrome 74.0.3729.157,,,2019-05-21 15:48:41,2019-05-21 15:48:45,3.663s,PASSED
"navigateToUrl(""https://admintool.v5qa.brandmuscle.net"")",Chrome 74.0.3729.157,,,2019-05-21 15:48:45,2019-05-21 15:48:49,3.969s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.157,,,2019-05-21 15:48:49,2019-05-21 15:48:49,0.019s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,2019-05-21 15:48:49,2019-05-21 15:48:50,1.134s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/LogInPage/Username""), 30)",Chrome 74.0.3729.157,,,2019-05-21 15:48:50,2019-05-21 15:48:50,0.054s,PASSED
"setText(findTestObject(""CONSOLIDATOR/LogInPage/Username""), ""chrtestuser@brandmuscle.com"")",Chrome 74.0.3729.157,,,2019-05-21 15:48:50,2019-05-21 15:48:50,0.214s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/LogInPage/Password""), 30)",Chrome 74.0.3729.157,,,2019-05-21 15:48:50,2019-05-21 15:48:50,0.032s,PASSED
"setText(findTestObject(""CONSOLIDATOR/LogInPage/Password""), ""Ownlocal@123"")",Chrome 74.0.3729.157,,,2019-05-21 15:48:50,2019-05-21 15:48:50,0.132s,PASSED
"click(findTestObject(""CONSOLIDATOR/LogInPage/LoginBtn""))",Chrome 74.0.3729.157,,,2019-05-21 15:48:50,2019-05-21 15:48:53,2.921s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.157,,,2019-05-21 15:48:53,2019-05-21 15:48:53,0.027s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitDropdown""), 30)",Chrome 74.0.3729.157,,,2019-05-21 15:48:53,2019-05-21 15:48:53,0.045s,PASSED
"click(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitDropdown""))",Chrome 74.0.3729.157,,,2019-05-21 15:48:53,2019-05-21 15:48:53,0.143s,PASSED
"click(findTestObject(""CONSOLIDATOR/LogInPage/BusinessUnitName""))",Chrome 74.0.3729.157,,,2019-05-21 15:48:53,2019-05-21 15:49:08,14.807s,PASSED
"waitForPageLoad(30, STOP_ON_FAILURE)",Chrome 74.0.3729.157,,,2019-05-21 15:49:08,2019-05-21 15:49:08,0.011s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/UpdateLogPage/Select Business UnitBtn""), 30)",Chrome 74.0.3729.157,,,2019-05-21 15:49:08,2019-05-21 15:49:08,0.058s,PASSED
"click(findTestObject(""CONSOLIDATOR/UpdateLogPage/Select Business UnitBtn""))",Chrome 74.0.3729.157,,,2019-05-21 15:49:08,2019-05-21 15:49:08,0.083s,PASSED
waitForPageLoad(30),Chrome 74.0.3729.157,,,2019-05-21 15:49:08,2019-05-21 15:49:08,0.010s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitDropDown""), 30)",Chrome 74.0.3729.157,,,2019-05-21 15:49:08,2019-05-21 15:49:13,4.483s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitDropDown""))",Chrome 74.0.3729.157,,,2019-05-21 15:49:13,2019-05-21 15:49:13,0.114s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/ParentBusinessUnitName""))",Chrome 74.0.3729.157,,,2019-05-21 15:49:13,2019-05-21 15:49:18,4.645s,PASSED
"click(findTestObject(""CONSOLIDATOR/ParentBusinessUnit/SubmitBtn (1)""))",Chrome 74.0.3729.157,,,2019-05-21 15:49:18,2019-05-21 15:49:22,4.210s,PASSED
"waitForElementVisible(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Modules""), 30)",Chrome 74.0.3729.157,,,2019-05-21 15:49:22,2019-05-21 15:49:22,0.070s,PASSED
"mouseOverOffset(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Modules""), 0, 0)",Chrome 74.0.3729.157,,,2019-05-21 15:49:22,2019-05-21 15:49:22,0.055s,PASSED
"mouseOver(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Consolidator""))",Chrome 74.0.3729.157,,,2019-05-21 15:49:22,2019-05-21 15:49:22,0.062s,PASSED
"click(findTestObject(""CONSOLIDATOR/UpdateLogPage/span_Consolidator""))",Chrome 74.0.3729.157,,,2019-05-21 15:49:22,2019-05-21 15:49:22,0.493s,FAILED
